...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
159486,988096435019220,July,CA,3446.2991,865.38,40,44,1,NA,24,2,7,0,0,"Native, Born In US",9,"Independent artists, performing arts, spectator sports, and related industries (711)",4760,"Private, For Profit",No,No,Employed-At Work,TRUE,21.6345,3.0742892627095375
159488,988096435019220,July,CA,2968.5326,461.53,40,44,1,NA,43,1,1,2,5,"Native, Born In US",9,Outpatient care centers (6214),2000,"Private, For Profit",No,No,Employed-At Work,FALSE,11.53825,2.445667603133328
159492,996029110869004,July,CA,3173.3323,1384.61,50,44,1,NA,29,2,7,0,0,"Native, Born In US",9,"Other schools, instruction, and educational services (6116, 6117)",2850,"Private, For Profit",No,No,Employed-At Work,TRUE,27.6922,3.3211507850921684
159505,220418025620,July,CA,3283.1788,2884.61,40,44,1,NA,59,1,1,0,0,"Foreign Born, US Cit By Naturalization",9,Scientific research and development services (5417),1650,"Private, For Profit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
159512,610033405373,July,CA,3261.6808,646.15,30,44,1,NA,57,1,5,0,0,"Native, Born In US",9,"Other amusement, gambling, and recreation industries (713 exc. 71395)",2720,"Private, Nonprofit",No,No,Employed-At Work,FALSE,21.538333333333334,3.0698342933090452
159524,610123550551,July,CA,3241.2979,1153.84,20,44,1,8,63,1,6,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,Yes,NA,Employed-At Work,FALSE,57.69199999999999,4.055118515721263
159527,610125063365,July,CA,3081.1583,2211.53,55,44,1,NA,56,1,5,0,0,"Native, Born In US",9,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",1006,"Private, For Profit",No,No,Employed-At Work,FALSE,40.20963636363637,3.694106677437213
159529,610169555814,July,CA,3460.392,1480,40,44,1,1,41,2,7,1,2,"Native, Born In US",9,Outpatient care centers (6214),565,"Private, Nonprofit",No,No,Employed-At Work,TRUE,37,3.6109179126442243
159539,610240228205,July,CA,3633.8021,2884.61,50,45,4,NA,53,2,1,2,10,"Foreign Born, US Cit By Naturalization",9,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,TRUE,57.6922,4.0551219824004106
159545,610292132285,July,CA,3283.1788,2596,50,44,1,NA,57,1,1,0,0,"Native, Born In US",9,"Management, scientific, and technical consulting services (5416)",430,"Private, For Profit",No,No,Employed-At Work,FALSE,51.92,3.9497040723958348
159551,610325380663,July,CA,3296.3155,900,35,44,1,1,62,1,1,0,0,"Foreign Born, Not a US Citizen",9,** Construction (23),6260,"Private, For Profit",No,No,Employed-At Work,FALSE,25.714285714285715,3.247046701834897
159562,610797800169,July,CA,2783.4809,1826.92,40,44,1,NA,34,1,7,0,0,"Native, Born In US",9,"Architectural, engineering, and related services (5413)",1360,"Private, For Profit",No,No,Employed-At Work,FALSE,45.673,3.8215073136753697
159571,964096601308,July,CA,2795.5415,1826.92,40,44,1,NA,46,2,7,0,0,"Native, Born In US",9,"Architectural, engineering, and related services (5413)",136,"Private, For Profit",No,No,Employed-At Work,TRUE,45.673,3.8215073136753697
159597,4000919097677,July,CA,2757.2322,1200,40,45,1,NA,57,2,1,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",230,Government - State,No,No,Employed-At Work,TRUE,30,3.4011973816621555
159642,10066223001121,July,CA,2909.7349,1200,40,44,1,NA,46,2,1,2,4,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,NA,Employed-Absent,TRUE,30,3.4011973816621555
159698,56016229003311,July,CA,2740.5275,2115.38,40,44,1,1,44,1,1,1,4,"Foreign Born, US Cit By Naturalization",9,Elementary and secondary schools (6111),3910,Government - Local,No,No,Employed-Absent,FALSE,52.8845,3.9681102902586276
159699,56016229003311,July,CA,3590.7217,1653.84,30,44,2,NA,43,2,1,1,4,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-Absent,TRUE,55.128,4.009657754054907
159830,100609905887139,July,CA,2986.8944,2884,60,44,1,NA,54,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-Absent,TRUE,48.06666666666667,3.8725889361827392
159831,100609905887139,July,CA,3154.3295,2038,40,44,1,NA,57,1,1,0,0,"Native, Born In US",9,Scientific research and development services (5417),1220,Government - Federal,No,No,Employed-At Work,FALSE,50.95,3.9308447596687337
159845,100609947170915,July,CA,3336.243,2038,40,45,1,NA,61,1,1,0,0,"Native, Born In US",9,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,50.95,3.9308447596687337
159846,100609947170915,July,CA,2986.8944,692,40,44,1,NA,54,2,1,0,0,"Native, Born In US",9,Software publishing (5112),2825,"Private, For Profit",No,No,Employed-At Work,TRUE,17.3,2.8507065015037334
159861,100609974034637,July,CA,2660.3223,720,40,44,1,NA,55,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2550,Government - Local,Yes,NA,Employed-Absent,TRUE,18,2.8903717578961645
159880,101902500893256,July,CA,2649.0239,830.76,40,45,1,NA,55,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-Absent,TRUE,20.769,3.033461490363998
159910,122016889000431,July,CA,3086.4971,1224,40,45,1,1,56,1,1,1,4,"Foreign Born, US Cit By Naturalization",9,"Bakeries, except retail (3118 exc. 311811)",9130,"Private, For Profit",No,No,Employed-At Work,FALSE,30.6,3.4210000089583352
159951,160603170100604,July,CA,3079.6821,2884.61,40,44,4,NA,42,1,1,1,4,"Foreign Born, US Cit By Naturalization",9,Computer systems design and related services (5415),110,"Private, For Profit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
159952,160603170100604,July,CA,3532.0599,2788.46,40,44,4,NA,42,2,1,1,4,"Foreign Born, US Cit By Naturalization",9,Scientific research and development services (5417),110,"Private, For Profit",No,No,Employed-At Work,TRUE,69.7115,4.244365296983058
159968,170430060043624,July,CA,2740.5275,1038.46,50,46,1,7,41,1,1,2,8,"Native, Born In US",9,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,20.7692,3.033471120054259
159969,170430060043624,July,CA,2775.0747,264,40,46,1,NA,40,2,1,2,8,"Native, Born In US",9,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,TRUE,6.6,1.8870696490323797
159973,174000060027335,July,CA,2937.664,390,40,45,1,NA,40,2,7,1,3,"Native, Born In US",9,Beauty salons (812112),4510,"Private, For Profit",No,No,Employed-At Work,TRUE,9.75,2.277267285009756
160006,216263301510009,July,CA,3081.1583,800,40,44,1,NA,57,1,1,0,0,"Native, Born In US",9,Support activities for mining (213),2040,"Private, For Profit",No,No,Employed-At Work,FALSE,20,2.995732273553991
160010,216867401440001,July,CA,3029.7479,2192.3,45,44,1,NA,63,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),230,Government - Local,No,No,Employed-Absent,TRUE,48.71777777777778,3.8860440102468
160016,226201101160003,July,CA,2990.2005,1750,45,44,1,NA,39,2,1,2,5,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-Absent,TRUE,38.888888888888886,3.66070857714724
160030,256083601550002,July,CA,3006.5138,2211,80,45,1,NA,63,1,5,0,0,"Native, Born In US",9,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,27.6375,3.3191735461835647
160035,260490011903092,July,CA,3041.1671,1057.69,40,44,1,NA,37,2,1,2,3,"Native, Born In US",9,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,NA,Employed-Absent,TRUE,26.44225,3.274963109698682
160054,303000530610734,July,CA,3054.3196,1738.46,40,44,1,1,30,2,1,0,0,"Native, Born In US",9,Wired telecommunications carriers (*5171),430,"Private, For Profit",No,No,Employed-At Work,TRUE,43.4615,3.7718754887287607
160055,303000530610734,July,CA,3297.1946,1730.76,40,44,1,NA,29,1,7,0,0,"Native, Born In US",9,Hospitals (622),350,"Private, For Profit",No,No,Employed-At Work,FALSE,43.269,3.767436443269483
160061,310005920110786,July,CA,2888.8622,2115.38,40,44,4,NA,49,2,1,2,10,"Foreign Born, US Cit By Naturalization",9,Software publishing (5112),4710,"Private, For Profit",No,No,Employed-At Work,TRUE,52.8845,3.9681102902586276
160087,401901970894746,July,CA,2829.4303,1000,40,44,1,NA,36,1,1,2,8,"Native, Born In US",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,FALSE,25,3.2188758248682006
160143,466439010559007,July,CA,2816.1884,1500,40,44,1,NA,59,2,5,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2330,Government - State,Yes,NA,Employed-Absent,TRUE,37.5,3.624340932976365
160162,512097249600655,July,CA,3133.6752,2692.3,40,44,1,NA,58,1,5,0,0,"Native, Born In US",9,"Administration of economic programs and space research (926, 927)",1410,Government - Federal,No,No,Employed-At Work,FALSE,67.3075,4.209271671749139
160174,550969096801549,July,CA,2914.2814,1134.61,40,44,4,NA,44,1,1,2,2,"Foreign Born, Not a US Citizen",9,"Colleges and universities, including junior colleges (6112, 6113)",2430,Government - Local,Yes,NA,Employed-At Work,FALSE,28.365249999999996,3.34516480441852
160222,619093679600589,July,CA,2791.1999,2000,40,44,1,NA,53,2,1,0,0,"Native, Born In US",9,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",136,Government - Local,Yes,NA,Employed-At Work,TRUE,50,3.912023005428146
160223,619093679600589,July,CA,2947.6651,2211.53,40,44,1,NA,55,1,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),100,"Private, For Profit",No,No,Employed-At Work,FALSE,55.288250000000005,4.012560408555747
160241,630170650961000,July,CA,3261.6808,2038.46,40,44,1,NA,56,1,1,2,4,"Native, Born In US",9,"Administration of environmental quality and housing programs (924, 925)",1740,Government - Federal,No,No,Employed-At Work,FALSE,50.9615,3.931070445681575
160273,660510487141000,July,CA,3261.6808,1538.46,45,46,1,NA,56,1,1,0,0,"Native, Born In US",9,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,FALSE,34.188,3.5318747053037716
160299,680240932181100,July,CA,3808.4288,900,40,44,2,NA,47,1,1,2,3,"Native, Born In US",9,Elementary and secondary schools (6111),230,Government - State,Yes,NA,Employed-At Work,FALSE,22.5,3.1135153092103742
160335,710104560405836,July,CA,2830.6106,846,40,44,1,1,29,2,7,0,0,"Foreign Born, US Cit By Naturalization",9,Elementary and secondary schools (6111),2430,Government - State,No,No,Employed-At Work,TRUE,21.15,3.0516399054922867
160365,796521801230009,July,CA,3503.4146,1711.53,50,44,2,NA,50,2,5,0,0,"Native, Born In US",9,Individual and family services (6241),1820,"Private, Nonprofit",No,Yes,Employed-At Work,TRUE,34.2306,3.533119980872258
160366,796521801230009,July,CA,5461.2154,1544,60,44,2,NA,54,1,4,0,0,"Native, Born In US",9,Individual and family services (6241),10,"Private, Nonprofit",No,No,Employed-At Work,FALSE,25.733333333333334,3.247787168362621
160375,808011704610402,July,CA,2984.386,461.53,40,44,4,NA,41,1,1,4,8,"Foreign Born, Not a US Citizen",9,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,FALSE,11.53825,2.445667603133328
160413,910009050616826,July,CA,4916.1074,2884.61,50,44,2,NA,48,1,1,2,10,"Foreign Born, US Cit By Naturalization",9,"Electrical lighting, equipment, and supplies manufacturing, n.e.c. (3351, 3353, 3359)",1410,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
160531,1026840000811,July,CA,2183.33,2307.69,40,44,1,NA,50,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),230,Government - Local,No,No,Employed-Absent,TRUE,57.69225,4.0551228490683195
160555,43240160998995,July,CA,3320.2828,2115.38,60,44,1,NA,50,1,5,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),230,Government - Local,No,No,Employed-Absent,FALSE,35.25633333333334,3.5626451821504634
160591,100609976208236,July,CA,3538.7181,2884.61,40,46,4,NA,39,1,7,0,0,"Foreign Born, Not a US Citizen",9,Specialized design services (5414),2630,"Private, For Profit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
160631,660154180004406,July,CA,2325.2286,1200,40,44,1,NA,29,1,7,0,0,"Native, Born In US",9,Medical equipment and supplies manufacturing (3391),3535,"Private, For Profit",No,No,Employed-At Work,FALSE,30,3.4011973816621555
160653,803007032610591,July,CA,2937.664,1200,40,44,1,NA,42,2,1,1,4,"Foreign Born, US Cit By Naturalization",9,"Justice, public order, and safety activities (922, pt. 92115)",2015,Government - Local,Yes,NA,Employed-At Work,TRUE,30,3.4011973816621555
160682,966749110719004,July,CA,2947.6651,2500,50,45,1,NA,56,1,1,0,0,"Native, Born In US",9,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work,FALSE,50,3.912023005428146
160727,95931105097888,July,CO,1887.1525,750,20,44,4,NA,38,1,1,1,1,"Foreign Born, Not a US Citizen",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-Absent,FALSE,37.5,3.624340932976365
160765,588040801060007,July,CO,2841.5477,1000,40,44,1,NA,52,2,1,0,0,"Native, Born In US",8,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work,TRUE,25,3.2188758248682006
160786,861588004700000,July,CO,3126.3623,769.15,40,44,1,1,28,2,1,1,2,"Native, Born In US",8,Elementary and secondary schools (6111),2300,Government - Local,No,Yes,Employed-Absent,TRUE,19.228749999999998,2.9564065548878236
160803,938889710859008,July,CO,1621.0042,2884.61,50,44,1,NA,43,1,1,2,8,"Native, Born In US",8,Support activities for mining (213),140,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
160816,810057963679,July,CO,3525.4778,846.15,40,46,1,NA,28,2,1,0,0,"Native, Born In US",8,Outpatient care centers (6214),3245,"Private, For Profit",Yes,NA,Employed-At Work,TRUE,21.15375,3.0518171947401584
160821,810183516501,July,CO,2883.3184,1126.92,40,44,1,NA,53,2,5,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2330,Government - Local,Yes,NA,Employed-Absent,TRUE,28.173000000000002,3.3383640724905863
160822,1000900101918,July,CO,1418.56,1115.64,36,46,1,NA,62,2,5,0,0,"Native, Born In US",8,Individual and family services (6241),2010,"Private, Nonprofit",No,No,Employed-At Work,TRUE,30.990000000000002,3.433664571799657
160830,6000218052874,July,CO,3311.7894,2403.84,45,44,1,NA,56,1,1,0,0,"Native, Born In US",8,"Non-depository credit and related activities (5222, 5223)",1107,"Private, For Profit",No,No,Employed-At Work,FALSE,53.41866666666667,3.9781602479294143
160851,73960180979695,July,CO,1465.6741,846.15,30,44,1,NA,57,2,4,0,0,"Native, Born In US",8,"Other professional, scientific, and technical services (5419 exc. 54194)",100,"Private, For Profit",Yes,NA,Employed-At Work,TRUE,28.205,3.3394992671919392
160858,90310180994196,July,CO,1465.6741,1250,40,44,1,NA,57,2,5,0,0,"Native, Born In US",8,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",110,"Private, Nonprofit",No,No,Employed-At Work,TRUE,31.25,3.4420193761824107
160869,100807956102882,July,CO,1889.764,2884.61,40,46,1,NA,51,1,1,1,1,"Native, Born In US",8,"Non-depository credit and related activities (5222, 5223)",10,"Private, For Profit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
160870,100809983516581,July,CO,1695.8212,990,36,44,1,NA,40,2,7,0,0,"Native, Born In US",8,Home health care services (6216),2010,"Private, Nonprofit",No,No,Employed-At Work,TRUE,27.5,3.3141860046725258
160873,100989096101439,July,CO,1861.0691,1750,50,45,1,7,45,1,1,2,10,"Foreign Born, Not a US Citizen",8,Metal ore mining (2122),1500,"Private, For Profit",No,No,Employed-Absent,FALSE,35,3.5553480614894135
160897,270987090601219,July,CO,1913.4456,2884.61,45,44,1,NA,47,1,1,2,10,"Native, Born In US",8,Computer systems design and related services (5415),800,"Private, For Profit",No,No,Employed-At Work,FALSE,64.10244444444444,4.1604824980582364
160902,280018051908276,July,CO,1876.1312,750,50,44,1,NA,62,1,1,1,4,"Native, Born In US",8,Wired telecommunications carriers (*5171),137,"Private, For Profit",No,No,Employed-Absent,FALSE,15,2.70805020110221
160929,754008944019650,July,CO,1876.1312,253.84,32,46,1,NA,60,1,1,0,0,"Native, Born In US",8,Offices of dentists (6212),3010,"Private, For Profit",No,No,Employed-At Work,FALSE,7.9325,2.0709682444752135
160933,768959710939006,July,CO,1465.6741,923.07,40,44,1,NA,55,2,4,0,0,"Foreign Born, US Cit By Naturalization",8,Electronic and precision equipment repair and maintenance (8112),7010,"Private, For Profit",Yes,NA,Employed-At Work,TRUE,23.07675,3.1388256171665394
160935,770786070501849,July,CO,1478.8948,1250,40,45,1,NA,34,1,1,0,0,"Native, Born In US",8,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,31.25,3.4420193761824107
160940,780203110007504,July,CO,2736.45,1038.46,40,44,1,NA,59,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work,TRUE,25.9615,3.2566146713684687
160942,811091639800855,July,CO,1827.2825,1221.15,40,44,1,NA,36,2,7,0,0,"Native, Born In US",8,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",800,"Private, For Profit",No,No,Employed-At Work,TRUE,30.528750000000002,3.4186688625741604
160944,828110301470005,July,CO,3528.2364,1750,60,44,1,NA,51,1,5,1,2,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,FALSE,29.166666666666668,3.373026504695459
160945,828110301470005,July,CO,3166.1402,2884.61,50,44,1,NA,44,2,5,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work,TRUE,57.6922,4.0551219824004106
160958,899690113040910,July,CO,1889.764,1923.07,30,45,1,NA,54,1,1,2,4,"Native, Born In US",8,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,64.10233333333333,4.160480764720166
160967,910009010800110,July,CO,1644.8328,2884.61,45,45,1,NA,44,1,1,0,0,"Native, Born In US",8,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",565,Government - State,No,No,Employed-At Work,FALSE,64.10244444444444,4.1604824980582364
160971,918469910309001,July,CO,1624.3562,830.76,40,44,1,NA,63,1,1,0,0,"Native, Born In US",8,Support activities for mining (213),565,"Private, For Profit",No,No,Employed-Absent,FALSE,20.769,3.033461490363998
160995,4020313073827,July,CO,3991.487,553.84,40,44,1,NA,29,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2016,"Private, Nonprofit",No,No,Employed-At Work,TRUE,13.846,2.6279963822558337
161003,14095408072871,July,CO,1864.0187,923.07,70,46,1,NA,26,2,7,0,0,"Native, Born In US",8,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work,TRUE,13.186714285714286,2.5792098292311167
161029,93260180994499,July,CO,1885.7256,2596.15,50,44,1,NA,46,1,1,2,6,"Native, Born In US",8,"Administration of economic programs and space research (926, 927)",110,Government - Federal,No,No,Employed-At Work,FALSE,51.923,3.949761851928414
161039,140984096101849,July,CO,1466.0294,1060,50,44,1,NA,59,2,1,0,0,"Native, Born In US",8,Traveler accommodation (7211),340,"Private, For Profit",No,No,Employed-At Work,TRUE,21.2,3.054001181677967
161108,870988077505579,July,CO,1645.2316,673.07,40,44,1,NA,41,1,1,0,0,"Native, Born In US",8,Computer systems design and related services (5415),110,"Private, For Profit",No,No,Employed-At Work,FALSE,16.82675,2.8229698820090032
161146,918299210767003,July,CO,1763.9369,942.3,40,44,1,NA,30,2,1,2,1,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-Absent,TRUE,23.557499999999997,3.159444241098774
161162,968059850119004,July,CO,1793.1028,1008,36,44,1,1,61,1,5,0,0,"Foreign Born, US Cit By Naturalization",8,Animal slaughtering and processing (3116),7855,"Private, For Profit",Yes,NA,Employed-At Work,FALSE,28,3.332204510175204
161176,910294691300,July,CT,2691.5022,700,38,44,1,NA,30,2,7,0,0,"Native, Born In US",1,Child day care services (6244),230,"Private, Nonprofit",No,No,Employed-At Work,TRUE,18.42105263157895,2.913494175317019
161182,5570190744693,July,CT,1218.6189,2500,60,46,4,NA,35,1,1,2,5,"Foreign Born, Not a US Citizen",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,FALSE,41.666666666666664,3.7297014486341915
161183,5570190744693,July,CT,1431.4849,2884.61,40,46,4,NA,36,2,1,2,5,"Foreign Born, Not a US Citizen",1,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,TRUE,72.11525,4.27826553371462
161197,90961305075948,July,CT,1041.4207,2403.84,45,44,4,NA,57,1,3,0,0,"Foreign Born, US Cit By Naturalization",1,"Electrical lighting, equipment, and supplies manufacturing, n.e.c. (3351, 3353, 3359)",430,"Private, For Profit",No,No,Employed-At Work,FALSE,53.41866666666667,3.9781602479294143
161202,100909930465785,July,CT,1243.0084,1634.61,40,44,4,NA,32,1,1,2,1,"Foreign Born, Not a US Citizen",1,Computer systems design and related services (5415),710,"Private, For Profit",No,No,Employed-At Work,FALSE,40.865249999999996,3.710280068654017
161229,722039450019490,July,CT,1109.9767,1346.15,40,44,4,NA,29,1,1,0,0,"Foreign Born, Not a US Citizen",1,Computer systems design and related services (5415),2850,"Private, For Profit",No,No,Employed-At Work,FALSE,33.65375,3.516124491189194
161252,999579810327000,July,CT,883.6113,1923.07,40,44,1,NA,61,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,48.07675,3.872798692268385
161285,6031007013941,July,CT,992.8104,1500,40,46,4,NA,63,1,1,0,0,"Foreign Born, US Cit By Naturalization",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,NA,Employed-At Work,FALSE,37.5,3.624340932976365
161295,41030190976999,July,CT,914.5822,1065,30,45,1,NA,46,2,1,2,3,"Native, Born In US",1,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,35.5,3.56953269648137
161296,41030190976999,July,CT,997.8956,1250,40,44,1,NA,42,1,1,2,3,"Native, Born In US",1,Aircraft and parts manufacturing (336411 to 336413),140,"Private, For Profit",Yes,NA,Employed-At Work,FALSE,31.25,3.4420193761824107
161303,59660190770697,July,CT,870.3442,1500,40,44,1,NA,55,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,37.5,3.624340932976365
161310,74770190974195,July,CT,928.883,1400,40,44,1,NA,36,1,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-Absent,FALSE,35,3.5553480614894135
161324,94941204005936,July,CT,1106.6709,1846.15,40,44,1,NA,41,2,5,1,1,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-Absent,TRUE,46.15375,3.8319782144191064
161325,94941204005936,July,CT,997.8956,1846.15,40,44,1,NA,42,1,5,1,1,"Native, Born In US",1,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work,FALSE,46.15375,3.8319782144191064
161336,100907983123385,July,CT,842.367,2884.61,45,45,1,NA,61,2,1,0,0,"Native, Born In US",1,Offices of physicians (6211),3255,"Private, For Profit",No,No,Employed-At Work,TRUE,64.10244444444444,4.1604824980582364
161359,107009680910950,July,CT,1877.6502,2884.61,40,44,1,NA,62,2,1,0,0,"Native, Born In US",1,Insurance carriers and related activities (524),4810,"Private, For Profit",No,No,Employed-At Work,TRUE,72.11525,4.27826553371462
161380,390213081908573,July,CT,992.4866,1788,60,46,1,NA,49,1,1,1,4,"Native, Born In US",1,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,29.8,3.3945083935113587
161381,390213081908573,July,CT,914.5822,430,40,44,1,NA,49,2,1,1,4,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,10.75,2.3749057545736716
161385,405001321910666,July,CT,2224.3262,1538,45,45,1,NA,44,1,1,2,3,"Foreign Born, US Cit By Naturalization",1,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,34.17777777777778,3.5315756602952697
161386,405001321910666,July,CT,2466.788,1500,38,44,1,NA,42,2,1,2,3,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",430,"Private, Nonprofit",No,No,Employed-At Work,TRUE,39.473684210526315,3.6756342273639158
161393,490430021906594,July,CT,1039.966,720,80,45,1,NA,28,1,7,0,0,"Native, Born In US",1,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,9,2.1972245773362196
161399,510006130616429,July,CT,2038.6191,769.23,40,46,1,NA,48,2,1,1,4,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,TRUE,19.23075,2.9565105604002095
161400,510006130616429,July,CT,2050.8527,2884.61,60,44,1,NA,57,1,1,1,4,"Foreign Born, US Cit By Naturalization",1,Computer systems design and related services (5415),136,"Private, For Profit",No,No,Employed-At Work,FALSE,48.07683333333333,3.8728004256064557
161417,690795077601069,July,CT,928.883,2076.92,40,46,1,NA,35,1,1,4,11,"Native, Born In US",1,"Electric power generation, transmission and distribution (Pt. 2211)",430,"Private, For Profit",No,No,Employed-At Work,FALSE,51.923,3.949761851928414
161421,701702570691759,July,CT,1252.2969,1346.15,40,46,4,NA,56,2,3,1,4,"Foreign Born, US Cit By Naturalization",1,Aircraft and parts manufacturing (336411 to 336413),1450,"Private, For Profit",No,No,Employed-At Work,TRUE,33.65375,3.516124491189194
161424,717075759900612,July,CT,961.983,1923.07,40,44,4,NA,41,1,1,2,3,"Foreign Born, Not a US Citizen",1,"Banking and related activities (521, 52211,52219)",1107,"Private, For Profit",No,No,Employed-At Work,FALSE,48.07675,3.872798692268385
161440,767099706019560,July,CT,1402.902,2884.61,40,44,6,NA,31,2,7,2,6,"Native, Born In US",1,** Construction (23),1430,"Private, For Profit",No,No,Employed-At Work,TRUE,72.11525,4.27826553371462
161476,910794099301609,July,CT,1151.1223,840,28,46,1,NA,30,2,1,1,1,"Native, Born In US",1,Hospitals (622),3160,"Private, For Profit",No,No,Employed-At Work,TRUE,30,3.4011973816621555
161485,931894002000520,July,CT,2038.6191,2884.61,50,44,1,NA,49,2,5,1,4,"Native, Born In US",1,Insurance carriers and related activities (524),1107,"Private, For Profit",No,No,Employed-At Work,TRUE,57.6922,4.0551219824004106
161491,959769510927000,July,CT,920.0705,2692.3,40,44,1,NA,56,1,1,0,0,"Native, Born In US",1,Aircraft and parts manufacturing (336411 to 336413),850,"Private, For Profit",No,No,Employed-At Work,FALSE,67.3075,4.209271671749139
161492,979750666900710,July,CT,870.3442,1249.38,40,44,1,NA,58,2,1,1,4,"Native, Born In US",1,"Other health care services (6215, 6219)",350,"Private, Nonprofit",No,No,Employed-At Work,TRUE,31.234500000000004,3.4415232531337208
161493,979750666900710,July,CT,973.1319,2538.46,40,44,1,NA,62,1,1,1,4,"Native, Born In US",1,"Aerospace products and parts manufacturing (336414, 336415, 336419)",150,"Private, For Profit",No,No,Employed-At Work,FALSE,63.4615,4.1504334228123545
