"","X","id","scrape_id","source","host_id","host_name","host_since","host_response_rate","host_acceptance_rate","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews_ltm","number_of_reviews_l30d","availability_eoy","number_of_reviews_ly","estimated_occupancy_l365d","estimated_revenue_l365d","first_review","last_review","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","wifi","hair.dryer","hot.water","dishes.and.silverware","kitchen","iron","cooking.basics","hangers","refrigerator","bed.linens","essentials","heating","shampoo","microwave","hot.water.kettle","smoke.alarm","long.term.stays.allowed","shower.gel","dedicated.workspace","dining.table","f_room_type","f_room_type2","Czech_koruna_price_day","p_host_response_rate","p_host_acceptance_rate","accommodates_n","bathrooms_n","number_of_reviews_n","minimum_nights_n","beds_n","ln_price","accommodates2","ln_accommodates","ln_accommodates2","ln_number_of_reviews","f_bathroom","f_minimum_nights"
"43",49,987875,20250316041547,"city scrape",5421290,"Lenka Lorien","2013-03-11","N/A","33","Prague 14",1,1,"['email', 'phone']",1,1,"Prague, Czechia","Praha 14",50.10851,14.5387,"Private Room","Private room",2,1,"1 shared bath",1,1,1734,2,30,2,2,30,30,2,30,"t",30,60,90,365,"2025-03-16",0,0,291,0,0,0,"2014-10-07","2023-06-10",0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"Private room","Private",1734,-1,33,2,1,19,2,1,7.45818615734049,4,0.693147180559945,0.480453013918201,2.99573227355399,2,2
"44",50,991924,20250316041547,"city scrape",4279290,"Vincent","2012-11-29","100","100","Josefov",12,14,"['email', 'phone']",1,1,"Prague, Prague 1, Czechia","Praha 1",50.09143,14.4281,"Private Room","Private room",3,1,"1 private bath",1,2,589,2,1125,1,2,1125,1125,2,1125,"t",20,27,38,298,"2025-03-16",44,1,224,45,255,150195,"2013-04-06","2025-02-24",1,12,4,8,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,"Private room","Private",589,100,100,3,1,620,2,2,6.37842618365159,9,1.09861228866811,1.20694896081258,6.43133108193348,2,2
"45",51,993197,20250316041547,"city scrape",5455963,"Luci","2013-03-14","100","79","Prague 5",2,2,"['email', 'phone']",1,1,"","Praha 5",50.06521,14.35803,"Condo","Entire home/apt",2,1,"1 bath",1,1,2550,2,365,2,2,365,365,2,365,"t",29,59,89,364,"2025-03-16",9,1,290,6,54,137700,"2013-05-09","2025-03-01",0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",2550,100,79,2,1,24,2,1,7.84384863815247,4,0.693147180559945,0.480453013918201,3.2188758248682,2,2
"46",52,994758,20250316041547,"city scrape",5463516,"Zuzana & Seven Keys Team","2013-03-14","100","99","Smíchov",74,222,"['email', 'phone', 'work_email']",1,1,"Prague, Prague 5, Czechia","Praha 5",50.07705,14.40825,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1738,1,90,1,1,1125,1125,1,1125,"t",20,23,42,181,"2025-03-16",41,1,181,45,246,427548,"2013-05-07","2025-02-21",1,74,74,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,"Entire home/apt","Entire/Apt",1738,100,99,4,1,453,1,2,7.46049030582534,16,1.38629436111989,1.92181205567281,6.11809719804135,2,1
"47",53,109549,20250316041547,"city scrape",565267,"Taťjana","2011-05-07","100","100","Josefov",1,1,"['phone']",1,1,"Prague, Hlavní město Praha, Czechia","Praha 1",50.09104,14.42533,"Condo","Entire home/apt",4,1,"1 bath",2,2,2364,20,1125,20,20,1125,1125,20,1125,"t",5,23,34,281,"2025-03-16",4,0,207,4,160,378240,"2011-08-07","2025-01-20",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",2364,100,100,4,1,175,20,2,7.76811037852599,16,1.38629436111989,1.92181205567281,5.17048399503815,2,3
"48",54,111141,20250316041547,"city scrape",227945,"Alex And Kate","2010-09-08","100","100","Prague 2",123,194,"['email', 'phone']",1,1,"Prague, Czechia","Praha 3",50.08655,14.4512,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,1115,2,365,2,5,1125,1125,2.1,1125,"t",25,55,72,72,"2025-03-16",29,4,72,27,174,194010,"2011-07-29","2025-02-23",1,101,101,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,"Entire home/apt","Entire/Apt",1115,100,100,3,1,269,2,2,7.01660968389422,9,1.09861228866811,1.20694896081258,5.59842195899838,2,2
"49",55,112281,20250316041547,"city scrape",227945,"Alex And Kate","2010-09-08","100","100","Prague 2",123,194,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.08005,14.42756,"Rental Unit","Entire home/apt",8,1,"1 bath",2,4,2001,2,365,2,5,1125,1125,2.1,1125,"t",16,44,56,56,"2025-03-16",13,6,56,7,78,156078,"2011-09-23","2025-03-14",1,101,101,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,"Entire home/apt","Entire/Apt",2001,100,100,8,1,269,2,4,7.60140233458373,64,2.07944154167984,4.32407712526381,5.59842195899838,2,2
"50",57,146690,20250316041547,"city scrape",589265,"Jan","2011-05-15","100","89","Žižkov",2,5,"['email', 'phone']",1,1,"Prague, Czechia","Praha 3",50.08529,14.44532,"Rental Unit","Entire home/apt",7,1,"1 bath",2,6,972,7,100,5,60,5,100,9.2,97.3,"t",0,10,30,30,"2025-03-16",30,0,30,29,255,247860,"2011-06-25","2025-01-08",0,2,2,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,"Entire home/apt","Entire/Apt",972,100,89,7,1,413,7,6,6.87935580446044,49,1.94591014905531,3.78656630819647,6.02586597382531,2,3
"51",58,167878,20250316041547,"city scrape",800205,"Peter","2011-07-10","0","N/A","Karlín",1,1,"['email', 'phone', 'work_email']",1,1,"","Praha 8",50.10546,14.4707,"Rental Unit","Entire home/apt",4,1,"1 bath",2,2,4770,10,30,10,10,30,30,10,30,"t",28,58,88,88,"2025-03-16",0,0,88,0,0,0,"","",0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,"Entire home/apt","Entire/Apt",4770,0,-1,4,1,0,10,2,8.47010158388239,16,1.38629436111989,1.92181205567281,0,2,3
"52",59,173114,20250316041547,"city scrape",826315,"Idan & Marta","2011-07-16","100","81","Josefov",4,7,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.0910677343187,14.4235988005411,"Rental Unit","Entire home/apt",4,1.5,"1.5 baths",1,1,1646,3,400,2,3,400,400,3,400,"t",15,25,43,299,"2025-03-16",56,1,228,59,255,419730,"2011-08-08","2025-03-09",0,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",1646,100,81,4,1.5,435,3,1,7.40610338123702,16,1.38629436111989,1.92181205567281,6.07764224334903,2,3
"53",60,176243,20250316041547,"city scrape",838198,"Michael","2011-07-19","100","100","Staré Město",47,54,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.0882721838449,14.4232294761154,"Rental Unit","Entire home/apt",8,1,"1 bath",3,5,3821,4,280,1,4,1125,1125,3.9,1125,"t",12,21,40,126,"2025-03-16",40,3,126,38,255,974355,"2012-01-18","2025-03-09",0,47,46,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",3821,100,100,8,1,464,4,5,8.2482674474469,64,2.07944154167984,4.32407712526381,6.14203740558736,2,3
"54",62,1000103,20250316041547,"city scrape",350742,"Milana","2011-01-17","100","94","Holešovice",1,2,"['email', 'phone']",1,1,"Prague, Czech republic, Czechia","Praha 7",50.1016102887858,14.4295123295043,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1494,3,90,2,3,1125,1125,2.6,1125,"t",19,38,48,118,"2025-03-16",13,0,118,14,78,116532,"2013-05-06","2024-12-22",0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",1494,100,94,4,1,39,3,2,7.30921236569276,16,1.38629436111989,1.92181205567281,3.68887945411394,2,3
"55",63,1000340,20250316041547,"city scrape",5499789,"Pecunia","2013-03-17","100","0","Staré Město",1,4,"['email', 'phone']",1,1,"Prague, Hlavní město Praha, Czechia","Praha 1",50.0824,14.42333,"Condo","Entire home/apt",3,1.5,"1.5 baths",3,3,1717,21,365,7,21,365,365,20.6,365,"t",28,55,81,228,"2025-03-16",0,0,228,0,0,0,"2013-11-21","2021-09-06",0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",1717,100,0,3,1.5,106,21,3,7.44833386089748,9,1.09861228866811,1.20694896081258,4.67282883446191,2,3
"56",64,1015821,20250316041547,"city scrape",5589792,"Eva","2013-03-23","100","100","Mala Strana",3,3,"['email', 'phone']",1,1,"","Praha 1",50.08687,14.39608,"Rental Unit","Entire home/apt",5,1,"1 bath",2,5,1533,30,365,10,30,365,365,29.5,365,"t",0,0,0,191,"2025-03-16",6,0,117,7,255,390915,"2014-06-18","2024-08-21",0,3,3,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,"Entire home/apt","Entire/Apt",1533,100,100,5,1,42,30,5,7.33498187887181,25,1.6094379124341,2.59029039398023,3.76120011569356,2,3
"57",65,1020234,20250316041547,"city scrape",227945,"Alex And Kate","2010-09-08","100","100","Prague 2",123,194,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.08478,14.42096,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1876,2,365,1,5,1125,1125,2.1,1125,"t",14,42,51,51,"2025-03-16",65,5,51,67,255,478380,"2013-04-01","2025-03-09",1,101,101,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,"Entire home/apt","Entire/Apt",1876,100,100,4,1,572,2,2,7.53689712956617,16,1.38629436111989,1.92181205567281,6.35088571671474,2,2
"58",66,1043941,20250316041547,"city scrape",5746830,"Michaela A Jan","2013-04-03","100","90","Vyšehrad",1,1,"['email', 'phone']",1,1,"Prague, Czechia","Praha 4",50.0638,14.43642,"Rental Unit","Entire home/apt",8,1,"1 bath",2,4,4000,2,120,2,2,120,120,2,120,"t",28,52,82,172,"2025-03-16",6,0,172,7,36,144000,"2013-05-06","2024-11-03",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,"Entire home/apt","Entire/Apt",4000,100,90,8,1,110,2,4,8.29404964010203,64,2.07944154167984,4.32407712526381,4.70953020131233,2,2
"59",68,1064766,20250316041547,"city scrape",5859805,"David","2013-04-10","100","100","Holešovice",1,1,"['email', 'phone']",1,1,"Prague, Hlavní město Praha, Czechia","Praha 7",50.10569,14.43433,"Rental Unit","Entire home/apt",2,1,"1 bath",2,1,1000,2,1125,2,2,1125,1125,2,1125,"t",6,6,6,146,"2025-03-16",80,4,76,83,255,255000,"2013-05-01","2025-03-13",1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,"Entire home/apt","Entire/Apt",1000,100,100,2,1,841,2,1,6.90775527898214,4,0.693147180559945,0.480453013918201,6.73578001424233,2,2
"60",69,1072946,20250316041547,"city scrape",5902035,"Andrea","2013-04-13","100","76","Prague 9",3,3,"['email', 'phone']",1,1,"","Praha 9",50.0953271648535,14.5026438695982,"Rental Unit","Entire home/apt",4,1.5,"1.5 baths",1,2,2688,3,1125,3,3,1125,1125,3,1125,"t",30,50,70,345,"2025-03-16",7,0,271,7,42,112896,"2013-05-28","2024-12-09",0,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,"Entire home/apt","Entire/Apt",2688,100,76,4,1.5,64,3,2,7.89655270164304,16,1.38629436111989,1.92181205567281,4.17438726989564,2,3
"61",70,181641,20250316041547,"city scrape",870664,"Jan","2011-07-26","41","36","Staré Město",8,11,"['email', 'phone']",1,1,"","Praha 1",50.08685,14.41432,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1255,2,365,2,2,365,365,2,365,"t",11,27,50,50,"2025-03-16",0,0,50,0,0,0,"2012-02-14","2020-01-26",0,8,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",1255,41,36,2,1,184,2,1,7.13489085156588,4,0.693147180559945,0.480453013918201,5.22035582507832,2,2
"62",71,181951,20250316041547,"city scrape",870664,"Jan","2011-07-26","41","36","Staré Město",8,11,"['email', 'phone']",1,1,"","Praha 1",50.08267,14.42895,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,1169,2,365,2,2,365,365,2,365,"t",24,37,64,64,"2025-03-16",7,0,64,7,42,49098,"2011-10-13","2024-08-05",0,8,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,"Entire home/apt","Entire/Apt",1169,41,36,3,1,145,2,2,7.06390396147207,9,1.09861228866811,1.20694896081258,4.98360662170834,2,2
"63",72,182072,20250316041547,"city scrape",870664,"Jan","2011-07-26","41","36","Staré Město",8,11,"['email', 'phone']",1,1,"Prague, Czechia","Praha 3",50.0795,14.44812,"Condo","Entire home/apt",5,1,"1 bath",1,3,1808,2,365,1,2,365,365,1.7,365,"t",28,49,75,75,"2025-03-16",2,0,75,2,12,21696,"2011-08-31","2024-07-08",0,8,8,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,"Entire home/apt","Entire/Apt",1808,41,36,5,1,36,2,3,7.49997654095212,25,1.6094379124341,2.59029039398023,3.61091791264422,2,2
"64",73,182772,20250316041547,"city scrape",315332,"Lubos & Marta","2010-12-10","100","95","Staré Město",14,32,"['email', 'phone', 'work_email']",1,1,"","Praha 1",50.08354,14.41276,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,2213,3,365,1,5,365,365,4,365,"t",17,35,65,200,"2025-03-16",55,4,200,52,255,564315,"2011-08-17","2025-02-24",0,14,14,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,"Entire home/apt","Entire/Apt",2213,100,95,4,1,248,3,2,7.70210434005105,16,1.38629436111989,1.92181205567281,5.51745289646471,2,3
"65",74,183338,20250316041547,"city scrape",850917,"Slavomir","2011-07-21","N/A","100","Staré Město",2,2,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.0792350769043,14.4298076629639,"Rental Unit","Entire home/apt",3,1,"1 bath",1,3,1449,2,1125,1,3,1125,1125,2.1,1125,"t",0,4,6,6,"2025-03-16",69,0,6,77,255,369495,"2012-08-03","2025-01-05",0,2,2,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1449,-1,100,3,1,353,2,3,7.27862894232068,9,1.09861228866811,1.20694896081258,5.86929691313377,2,2
"66",75,1073417,20250316041547,"city scrape",5904742,"Giuseppe","2013-04-13","100","100","",2,2,"['email', 'phone']",1,1,"Prague, Hlavní město Praha, Czechia","Praha 1",50.07822,14.42362,"Rental Unit","Entire home/apt",8,2,"2 baths",3,6,4820,3,1125,3,3,1125,1125,3,1125,"t",29,43,58,270,"2025-03-16",1,0,203,1,6,28920,"2015-06-29","2024-12-09",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,"Entire home/apt","Entire/Apt",4820,100,100,8,2,30,3,6,8.48052920704465,64,2.07944154167984,4.32407712526381,3.43398720448515,3,3
"67",77,1101093,20250316041547,"city scrape",6047750,"Marketa","2013-04-22","100","100","Holešovice",1,1,"['email', 'phone']",1,1,"Praha 7, Hlavní město Praha, Czechia","Praha 7",50.10398,14.44845,"Rental Unit","Entire home/apt",3,1.5,"1.5 baths",2,2,1395,3,30,2,7,1125,1125,2.7,1125,"t",6,19,32,113,"2025-03-16",26,2,113,25,156,217620,"2013-05-05","2025-03-02",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,"Entire home/apt","Entire/Apt",1395,100,100,3,1.5,160,3,2,7.24064969425547,9,1.09861228866811,1.20694896081258,5.08140436498446,2,3
"68",78,1103679,20250316041547,"city scrape",6061627,"Katerina","2013-04-23","0","0","Prague 3",1,1,"['email', 'phone']",1,1,"Prague, Hlavní město Praha, Czechia","Praha 3",50.08818,14.46965,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,944,6,1125,6,6,1125,1125,6,1125,"t",0,6,8,70,"2025-03-16",0,0,58,0,0,0,"2013-05-20","2017-01-04",0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"Entire home/apt","Entire/Apt",944,0,0,4,1,11,6,2,6.8501261661455,16,1.38629436111989,1.92181205567281,2.484906649788,2,3
"69",79,1111076,20250316041547,"city scrape",6095154,"Robert","2013-04-25","100","78","Staré Město",2,2,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.08143,14.42135,"Rental Unit","Entire home/apt",4,1.5,"1.5 baths",2,2,2436,3,30,3,3,30,30,3,30,"t",5,10,11,145,"2025-03-16",15,1,73,17,90,219240,"2013-05-03","2025-02-18",0,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,"Entire home/apt","Entire/Apt",2436,100,78,4,1.5,176,3,2,7.79811262882979,16,1.38629436111989,1.92181205567281,5.17614973257383,2,3
"70",80,1116016,20250316041547,"city scrape",6125001,"Luboš","2013-04-28","100","95","Prague 8",1,1,"['email', 'phone', 'work_email']",1,1,"","Praha 8",50.13338,14.46444,"Rental Unit","Entire home/apt",4,1,"1 bath",2,4,893,1,1125,1,1,1125,1125,1,1125,"t",11,15,20,199,"2025-03-16",42,2,125,41,252,225036,"2013-06-27","2025-03-11",0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",893,100,95,4,1,292,1,4,6.7945865808765,16,1.38629436111989,1.92181205567281,5.68017260901707,2,1
"71",81,1143098,20250316041547,"city scrape",9345552,"Romana","2013-10-10","100","93","Staré Město",45,46,"['email', 'phone', 'work_email']",1,1,"","Praha 1",50.08977,14.42237,"Rental Unit","Entire home/apt",4,1.5,"1.5 baths",1,1,1850,2,1125,2,5,1125,1125,2.5,1125,"t",24,46,68,343,"2025-03-16",43,1,269,50,255,471750,"2013-09-30","2025-02-22",0,44,44,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,"Entire home/apt","Entire/Apt",1850,100,93,4,1.5,284,2,1,7.52294091807237,16,1.38629436111989,1.92181205567281,5.65248918026865,2,2
"72",82,1151056,20250316041547,"city scrape",6308722,"Sabina","2013-05-09","100","100","Staré Město",2,2,"['email', 'phone', 'work_email']",1,1,"Prague 1, Czech Republic, Czechia","Praha 1",50.08754,14.41994,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,3132,2,1125,1,2,1125,1125,2,1125,"t",19,42,66,154,"2025-03-16",55,2,154,56,255,798660,"2013-06-10","2025-02-27",0,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",3132,100,100,4,1,647,2,2,8.04942705711069,16,1.38629436111989,1.92181205567281,6.47389069635227,2,2
"73",83,1153832,20250316041547,"city scrape",1660663,"Rached","2012-01-27","100","99","Josefov",7,13,"['email', 'phone']",1,1,"Prague, Hlavní město Praha, Czechia","Praha 1",50.09169,14.42618,"Rental Unit","Entire home/apt",7,2.5,"2.5 baths",3,5,6188,3,1124,3,4,1125,1125,3.1,1125,"t",14,27,38,265,"2025-03-16",18,0,191,24,108,668304,"2013-07-08","2025-01-19",0,7,7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,"Entire home/apt","Entire/Apt",6188,100,99,7,2.5,185,3,5,8.73036721169296,49,1.94591014905531,3.78656630819647,5.2257466737132,3,3
"74",84,186750,20250316041547,"city scrape",783726,"Mathieu","2011-07-06","100","100","Žižkov",5,6,"['email', 'phone']",1,1,"","Praha 3",50.08499,14.45316,"Rental Unit","Entire home/apt",4,1,"1 bath",0,2,932,3,180,3,3,180,180,3,180,"t",17,38,65,205,"2025-03-16",72,6,205,66,255,237660,"2012-08-10","2025-03-13",1,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,"Entire home/apt","Entire/Apt",932,100,100,4,1,630,3,2,6.83733281468559,16,1.38629436111989,1.92181205567281,6.44730586254121,2,3
"75",86,202545,20250316041547,"city scrape",955586,"Eric","2011-08-11","100","100","Smíchov",8,13,"['email', 'phone', 'work_email']",1,1,"","Praha 5",50.07912,14.40417,"Rental Unit","Entire home/apt",11,2.5,"2.5 baths",4,9,2973,1,1125,1,1,30,30,1,30,"t",11,28,34,34,"2025-03-16",7,0,34,6,42,124866,"2011-09-24","2025-02-08",1,8,8,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"Entire home/apt","Entire/Apt",2973,100,100,11,2.5,53,1,9,7.9973268229981,121,2.39789527279837,5.74990173930877,3.98898404656427,3,1
"76",87,207373,20250316041547,"city scrape",383698,"Veronika","2011-02-09","100","100","Staré Město",36,36,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.07688,14.41391,"Rental Unit","Entire home/apt",12,1.5,"1.5 baths",3,11,4225,1,365,1,2,365,365,1.2,365,"t",15,33,58,272,"2025-03-16",42,2,240,41,252,1064700,"2012-05-05","2025-02-23",1,36,36,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,"Entire home/apt","Entire/Apt",4225,100,100,12,1.5,290,1,11,8.34877453979127,144,2.484906649788,6.17476105816062,5.67332326717149,2,1
"77",88,208007,20250316041547,"city scrape",383698,"Veronika","2011-02-09","100","100","Staré Město",36,36,"['email', 'phone']",1,1,"Prague, Czechia,, Czechia","Praha 1",50.07687,14.41414,"Rental Unit","Entire home/apt",7,1.5,"1.5 baths",2,6,2636,1,365,1,2,365,365,1.2,365,"t",11,39,67,338,"2025-03-16",11,0,264,14,66,173976,"2011-11-29","2025-01-26",1,36,36,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,"Entire home/apt","Entire/Apt",2636,100,100,7,1.5,158,1,6,7.8770178956224,49,1.94591014905531,3.78656630819647,5.06890420222023,2,1
"78",89,209774,20250316041547,"city scrape",383698,"Veronika","2011-02-09","100","100","Staré Město",36,36,"['email', 'phone']",1,1,"Nové Město, Praha-Praha 1, Czechia","Praha 1",50.0792318631083,14.4191464214826,"Rental Unit","Entire home/apt",12,1.5,"1.5 baths",3,12,3751,1,365,1,2,365,365,1.2,365,"t",21,48,75,289,"2025-03-16",18,0,257,19,108,405108,"2012-01-30","2025-02-09",1,36,36,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,"Entire home/apt","Entire/Apt",3751,100,100,12,1.5,90,1,12,8.22977775008189,144,2.484906649788,6.17476105816062,4.51085950651685,2,1
"79",90,215586,20250316041547,"city scrape",955586,"Eric","2011-08-11","100","100","Smíchov",8,13,"['email', 'phone', 'work_email']",1,1,"","Praha 5",50.07902,14.40382,"Rental Unit","Entire home/apt",10,2,"2 baths",3,7,3084,1,1125,1,1,30,30,1,30,"t",14,29,37,53,"2025-03-16",1,1,37,0,6,18504,"2013-04-22","2025-03-07",1,8,8,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"Entire home/apt","Entire/Apt",3084,100,100,10,2,24,1,7,8.03398273468322,100,2.30258509299405,5.3018981104784,3.2188758248682,3,1
"80",91,224386,20250316041547,"city scrape",383698,"Veronika","2011-02-09","100","100","Staré Město",36,36,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.09146,14.41863,"Rental Unit","Entire home/apt",12,2,"2 baths",3,12,4171,1,365,1,2,365,365,1.2,365,"t",22,41,68,287,"2025-03-16",15,0,255,17,90,375390,"2013-03-01","2025-02-09",1,36,36,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,"Entire home/apt","Entire/Apt",4171,100,100,12,2,182,1,12,8.33591109419694,144,2.484906649788,6.17476105816062,5.20948615284142,3,1
"81",92,224457,20250316041547,"city scrape",1167278,"Jane And George","2011-09-16","100","64","Mala Strana",1,6,"['email', 'phone']",1,1,"","Praha 1",50.08737,14.41071,"Rental Unit","Entire home/apt",5,1,"1 bath",2,6,2626,2,10,2,2,10,10,2,10,"t",13,22,25,25,"2025-03-16",13,1,25,16,78,204828,"2011-09-23","2025-02-24",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",2626,100,64,5,1,279,2,6,7.87321705486274,25,1.6094379124341,2.59029039398023,5.63478960316925,2,2
"82",93,247267,20250316041547,"city scrape",113902,"Daniel+Bea","2010-04-26","100","98","Staré Město",4,4,"['email', 'phone']",1,1,"Prague, Czechia","Praha 1",50.08704,14.43397,"Condo","Entire home/apt",3,1,"1 bath",1,4,1257,3,365,2,4,1125,1125,3,1125,"t",9,21,26,209,"2025-03-16",51,3,209,56,255,320535,"2011-10-28","2025-03-09",0,3,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,"Entire home/apt","Entire/Apt",1257,100,98,3,1,532,3,4,7.13648320859025,9,1.09861228866811,1.20694896081258,6.27852142416584,2,3
"83",94,1165444,20250316041547,"city scrape",3279605,"Elena And Kira","2012-08-16","100","44","Prague 2",17,17,"['email', 'phone', 'work_email']",1,1,"Prague, Hlavní město Praha, Czechia","Praha 2",50.07283,14.4296,"Rental Unit","Entire home/apt",4,1,"1 bath",0,1,5391,1,1125,1,4,1125,1125,1.1,1125,"t",30,59,89,364,"2025-03-16",0,0,290,0,0,0,"2013-07-18","2023-12-13",0,16,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",5391,100,44,4,1,145,1,1,8.59248617545167,16,1.38629436111989,1.92181205567281,4.98360662170834,2,1
"84",96,1169103,20250316041547,"city scrape",6401971,"Jiri","2013-05-15","100","100","Prague 2",19,19,"['email', 'phone', 'work_email']",1,1,"Prague, Czechia","Praha 2",50.0718307495117,14.4385890960693,"Serviced Apt","Entire home/apt",4,1.5,"1.5 baths",2,2,4300,1,1125,1,3,100,1125,1.1,107.2,"t",21,34,57,293,"2025-03-16",0,0,220,0,0,0,"2021-09-12","2023-06-01",1,19,18,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",4300,100,100,4,1.5,6,1,2,8.36637030168165,16,1.38629436111989,1.92181205567281,1.94591014905531,2,1
